id,district,district_name,building_type,category,center_m,lot_size_m,footprint_m,rotation_deg,nearest_road,entrance_side,floors,layout_id,base_plan,footprint_shape,floorplan_family,bedrooms,bathrooms,entrance_offset,window_pattern,stair_pattern,roof,facade,palette,feature,condition,room_twist,design_signature,visual_signature,status
P059,Z04,西部老旧住宅区,corner_shop,commercial,"[151.8, 384.8]","[30.9, 49.3]","[22.3, 35.5]",0,R07,北,1,L059,N023,前凸形,corner_shop-功能分区-23,0,1,-0.25,窄窗组合,无楼梯,平顶,红砖,土褐,侧翼扩建,维护良好,狭长走廊,corner_shop:059:189,"corner_shop|前凸形|corner_shop-功能分区-23|0|1|-0.25|窄窗组合|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[22.3, 35.5]|狭长走廊",planned
P060,Z04,西部老旧住宅区,detached_house,residential,"[59.7, 414.7]","[27.7, 33.4]","[17.2, 20.7]",90,R07,西,2,L060,H037,后凸形,前厅分流,2,1,0.23,前二侧一,门厅直梯,错层双坡,米色石材,橄榄,侧翼扩建,火灾熏黑,封闭阳台,detached_house:060:226,"detached_house|后凸形|前厅分流|2|1|0.23|前二侧一|门厅直梯|错层双坡|米色石材|橄榄|侧翼扩建|2|[17.2, 20.7]|封闭阳台",planned
P061,Z04,西部老旧住宅区,detached_house,residential,"[247.9, 408.7]","[29.5, 32.5]","[18.3, 20.2]",90,R09,西,1,L061,H038,主屋加侧翼,双区分隔,3,2,0.06,转角窗组,无楼梯,平顶,红砖,暗黄,侧翼扩建,屋顶轻损,储藏间,detached_house:061:263,"detached_house|主屋加侧翼|双区分隔|3|2|0.06|转角窗组|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[18.3, 20.2]|储藏间",planned
P062,Z04,西部老旧住宅区,detached_house,residential,"[74.0, 564.0]","[26.3, 28.5]","[16.3, 17.7]",90,R08,东,1,L062,H039,错位双矩形,侧走廊,4,1,-0.11,凸窗组合,无楼梯,错层双坡,米色石材,土褐,侧翼扩建,杂草侵占,狭长走廊,detached_house:062:300,"detached_house|错位双矩形|侧走廊|4|1|-0.11|凸窗组合|无楼梯|错层双坡|米色石材|土褐|侧翼扩建|1|[16.3, 17.7]|狭长走廊",planned
P063,Z04,西部老旧住宅区,duplex,residential,"[125.2, 532.7]","[25.9, 33.8]","[16.0, 21.0]",90,R08,西,1,L063,H040,T形,L形动线,3,2,-0.28,前一侧二,无楼梯,平顶,红砖,橄榄,侧翼扩建,维护良好,封闭阳台,duplex:063:337,"duplex|T形|L形动线|3|2|-0.28|前一侧二|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[16.0, 21.0]|封闭阳台",planned
P064,Z04,西部老旧住宅区,detached_house,residential,"[26.2, 347.0]","[27.4, 35.6]","[17.0, 22.1]",0,R07,南,2,L064,H041,矩形,环形动线,2,1,0.2,窄窗组合,侧墙折梯,错层双坡,米色石材,暗黄,侧翼扩建,火灾熏黑,储藏间,detached_house:064:374,"detached_house|矩形|环形动线|2|1|0.2|窄窗组合|侧墙折梯|错层双坡|米色石材|暗黄|侧翼扩建|2|[17.0, 22.1]|储藏间",planned
P065,Z04,西部老旧住宅区,detached_house,residential,"[309.9, 619.7]","[28.1, 40.6]","[17.4, 25.2]",90,R07,西,1,L065,H042,L形左翼,开放核心,3,2,0.03,前二侧一,无楼梯,平顶,红砖,土褐,侧翼扩建,屋顶轻损,狭长走廊,detached_house:065:411,"detached_house|L形左翼|开放核心|3|2|0.03|前二侧一|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[17.4, 25.2]|狭长走廊",planned
P066,Z04,西部老旧住宅区,detached_house,residential,"[128.5, 448.2]","[29.4, 31.4]","[18.3, 19.5]",90,R08,西,1,L066,H043,L形右翼,纵深串联,4,1,-0.14,转角窗组,无楼梯,错层双坡,米色石材,橄榄,侧翼扩建,杂草侵占,封闭阳台,detached_house:066:448,"detached_house|L形右翼|纵深串联|4|1|-0.14|转角窗组|无楼梯|错层双坡|米色石材|橄榄|侧翼扩建|1|[18.3, 19.5]|封闭阳台",planned
P067,Z04,西部老旧住宅区,detached_house,residential,"[185.0, 589.0]","[37.1, 28.2]","[23.0, 17.5]",0,R07,南,1,L067,H044,前凸形,中央走廊,1,1,-0.31,凸窗组合,无楼梯,平顶,红砖,暗黄,侧翼扩建,维护良好,储藏间,detached_house:067:485,"detached_house|前凸形|中央走廊|1|1|-0.31|凸窗组合|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[23.0, 17.5]|储藏间",planned
P068,Z04,西部老旧住宅区,duplex,residential,"[23.5, 587.7]","[37.8, 29.0]","[23.4, 18.0]",90,R07,东,2,L068,H045,后凸形,前厅分流,2,1,0.17,前一侧二,中央折梯,错层双坡,米色石材,土褐,侧翼扩建,火灾熏黑,狭长走廊,duplex:068:522,"duplex|后凸形|前厅分流|2|1|0.17|前一侧二|中央折梯|错层双坡|米色石材|土褐|侧翼扩建|2|[23.4, 18.0]|狭长走廊",planned
P069,Z04,西部老旧住宅区,detached_house,residential,"[133.6, 568.3]","[36.0, 29.7]","[22.3, 18.4]",90,R08,西,1,L069,H046,主屋加侧翼,双区分隔,3,2,0.0,窄窗组合,无楼梯,平顶,红砖,橄榄,侧翼扩建,屋顶轻损,封闭阳台,detached_house:069:559,"detached_house|主屋加侧翼|双区分隔|3|2|0.0|窄窗组合|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[22.3, 18.4]|封闭阳台",planned
P070,Z04,西部老旧住宅区,duplex,residential,"[267.3, 344.0]","[33.0, 34.1]","[20.5, 21.1]",0,R07,南,1,L070,H047,错位双矩形,侧走廊,4,1,-0.17,前二侧一,无楼梯,错层双坡,米色石材,暗黄,侧翼扩建,杂草侵占,储藏间,duplex:070:596,"duplex|错位双矩形|侧走廊|4|1|-0.17|前二侧一|无楼梯|错层双坡|米色石材|暗黄|侧翼扩建|1|[20.5, 21.1]|储藏间",planned
P071,Z04,西部老旧住宅区,detached_house,residential,"[22.0, 540.2]","[26.3, 35.8]","[16.3, 22.2]",90,R07,东,1,L071,H048,T形,L形动线,1,1,0.31,转角窗组,无楼梯,平顶,红砖,土褐,侧翼扩建,维护良好,狭长走廊,detached_house:071:633,"detached_house|T形|L形动线|1|1|0.31|转角窗组|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[16.3, 22.2]|狭长走廊",planned
P072,Z04,西部老旧住宅区,detached_house,residential,"[266.9, 531.9]","[27.0, 43.3]","[16.7, 26.9]",90,R07,东,2,L072,H049,矩形,环形动线,2,1,0.14,凸窗组合,客厅转角梯,错层双坡,米色石材,橄榄,侧翼扩建,火灾熏黑,封闭阳台,detached_house:072:670,"detached_house|矩形|环形动线|2|1|0.14|凸窗组合|客厅转角梯|错层双坡|米色石材|橄榄|侧翼扩建|2|[16.7, 26.9]|封闭阳台",planned
P073,Z04,西部老旧住宅区,detached_house,residential,"[67.4, 345.1]","[27.2, 37.2]","[16.9, 23.1]",0,R07,南,1,L073,H050,L形左翼,开放核心,3,2,-0.03,前一侧二,无楼梯,平顶,红砖,暗黄,侧翼扩建,屋顶轻损,储藏间,detached_house:073:707,"detached_house|L形左翼|开放核心|3|2|-0.03|前一侧二|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[16.9, 23.1]|储藏间",planned
P074,Z04,西部老旧住宅区,corner_shop,commercial,"[314.5, 344.4]","[33.4, 39.7]","[24.0, 28.6]",0,R07,南,1,L074,N024,主屋加侧翼,corner_shop-功能分区-24,0,1,-0.2,窄窗组合,无楼梯,错层双坡,米色石材,土褐,侧翼扩建,杂草侵占,狭长走廊,corner_shop:074:744,"corner_shop|主屋加侧翼|corner_shop-功能分区-24|0|1|-0.2|窄窗组合|无楼梯|错层双坡|米色石材|土褐|侧翼扩建|1|[24.0, 28.6]|狭长走廊",planned
P075,Z04,西部老旧住宅区,detached_house,residential,"[199.9, 547.5]","[28.4, 29.1]","[17.6, 18.1]",90,R09,东,1,L075,H051,L形右翼,纵深串联,4,1,0.28,前二侧一,无楼梯,平顶,红砖,橄榄,侧翼扩建,维护良好,封闭阳台,detached_house:075:781,"detached_house|L形右翼|纵深串联|4|1|0.28|前二侧一|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[17.6, 18.1]|封闭阳台",planned
P076,Z04,西部老旧住宅区,detached_house,residential,"[206.0, 339.3]","[28.3, 28.4]","[17.5, 17.6]",90,R09,东,2,L076,H052,前凸形,中央走廊,1,1,0.11,转角窗组,后部直梯,错层双坡,米色石材,暗黄,侧翼扩建,火灾熏黑,储藏间,detached_house:076:818,"detached_house|前凸形|中央走廊|1|1|0.11|转角窗组|后部直梯|错层双坡|米色石材|暗黄|侧翼扩建|2|[17.5, 17.6]|储藏间",planned
P077,Z04,西部老旧住宅区,detached_house,residential,"[201.8, 480.8]","[25.7, 28.9]","[15.9, 17.9]",0,R02,南,1,L077,H053,后凸形,前厅分流,2,1,-0.06,凸窗组合,无楼梯,平顶,红砖,土褐,侧翼扩建,屋顶轻损,狭长走廊,detached_house:077:855,"detached_house|后凸形|前厅分流|2|1|-0.06|凸窗组合|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[15.9, 17.9]|狭长走廊",planned
P078,Z04,西部老旧住宅区,duplex,residential,"[115.9, 386.6]","[25.4, 29.5]","[15.7, 18.3]",90,R08,西,1,L078,H054,主屋加侧翼,双区分隔,2,1,-0.23,前一侧二,无楼梯,错层双坡,米色石材,橄榄,侧翼扩建,杂草侵占,封闭阳台,duplex:078:892,"duplex|主屋加侧翼|双区分隔|2|1|-0.23|前一侧二|无楼梯|错层双坡|米色石材|橄榄|侧翼扩建|1|[15.7, 18.3]|封闭阳台",planned
P079,Z05,中央商业中心,commercial,commercial,"[588.3, 477.9]","[39.9, 38.9]","[28.7, 28.0]",90,R13,东,1,L079,N025,错位双矩形,commercial-功能分区-25,0,1,-0.23,凸窗组合,无楼梯,双坡,米色石材,土褐,角门廊,屋顶轻损,狭长走廊,commercial:079:929,"commercial|错位双矩形|commercial-功能分区-25|0|1|-0.23|凸窗组合|无楼梯|双坡|米色石材|土褐|角门廊|1|[28.7, 28.0]|狭长走廊",planned
P080,Z05,中央商业中心,civic,civic,"[556.1, 571.8]","[44.4, 59.1]","[32.0, 42.5]",0,R11,南,1,L080,N026,前凸形,civic-功能分区-26,0,2,0.25,前一侧二,无楼梯,带前廊双坡,红砖,橄榄,角门廊,杂草侵占,封闭阳台,civic:080:966,"civic|前凸形|civic-功能分区-26|0|2|0.25|前一侧二|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[32.0, 42.5]|封闭阳台",planned
P081,Z05,中央商业中心,commercial,commercial,"[453.8, 416.5]","[40.1, 43.4]","[28.9, 31.3]",0,R10,北,1,L081,N027,矩形,commercial-功能分区-27,0,1,0.08,窄窗组合,无楼梯,双坡,米色石材,暗黄,角门廊,维护良好,储藏间,commercial:081:006,"commercial|矩形|commercial-功能分区-27|0|1|0.08|窄窗组合|无楼梯|双坡|米色石材|暗黄|角门廊|1|[28.9, 31.3]|储藏间",planned
P082,Z05,中央商业中心,commercial,commercial,"[662.5, 424.1]","[35.6, 42.4]","[25.6, 30.5]",0,R10,北,1,L082,N028,错位双矩形,commercial-功能分区-28,0,1,-0.09,前二侧一,无楼梯,带前廊双坡,红砖,土褐,角门廊,火灾熏黑,狭长走廊,commercial:082:043,"commercial|错位双矩形|commercial-功能分区-28|0|1|-0.09|前二侧一|无楼梯|带前廊双坡|红砖|土褐|角门廊|1|[25.6, 30.5]|狭长走廊",planned
P083,Z05,中央商业中心,commercial,commercial,"[659.2, 532.4]","[30.2, 41.4]","[21.7, 29.8]",0,R02,北,1,L083,N029,前凸形,commercial-功能分区-29,0,1,-0.26,转角窗组,无楼梯,双坡,米色石材,橄榄,角门廊,屋顶轻损,封闭阳台,commercial:083:080,"commercial|前凸形|commercial-功能分区-29|0|1|-0.26|转角窗组|无楼梯|双坡|米色石材|橄榄|角门廊|1|[21.7, 29.8]|封闭阳台",planned
P084,Z05,中央商业中心,commercial,commercial,"[576.5, 423.3]","[30.8, 44.7]","[22.2, 32.2]",90,R13,东,1,L084,N030,矩形,commercial-功能分区-30,0,1,0.22,凸窗组合,无楼梯,带前廊双坡,红砖,暗黄,角门廊,杂草侵占,储藏间,commercial:084:117,"commercial|矩形|commercial-功能分区-30|0|1|0.22|凸窗组合|无楼梯|带前廊双坡|红砖|暗黄|角门廊|1|[22.2, 32.2]|储藏间",planned
P085,Z05,中央商业中心,commercial,commercial,"[448.9, 582.6]","[31.6, 38.0]","[22.8, 27.4]",0,R11,南,1,L085,N031,错位双矩形,commercial-功能分区-31,0,1,0.05,前一侧二,无楼梯,双坡,米色石材,土褐,角门廊,维护良好,狭长走廊,commercial:085:154,"commercial|错位双矩形|commercial-功能分区-31|0|1|0.05|前一侧二|无楼梯|双坡|米色石材|土褐|角门廊|1|[22.8, 27.4]|狭长走廊",planned
P086,Z05,中央商业中心,commercial,commercial,"[430.5, 467.5]","[45.8, 45.0]","[33.0, 32.4]",90,R12,西,1,L086,N032,前凸形,commercial-功能分区-32,0,1,-0.12,窄窗组合,无楼梯,带前廊双坡,红砖,橄榄,角门廊,火灾熏黑,封闭阳台,commercial:086:191,"commercial|前凸形|commercial-功能分区-32|0|1|-0.12|窄窗组合|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[33.0, 32.4]|封闭阳台",planned
P087,Z05,中央商业中心,apartment,residential,"[470.2, 532.6]","[31.1, 31.3]","[19.3, 19.4]",0,R02,北,2,L087,H055,错位双矩形,开放核心,3,1,-0.29,前二侧一,中央折梯,双坡,米色石材,暗黄,角门廊,屋顶轻损,储藏间,apartment:087:228,"apartment|错位双矩形|开放核心|3|1|-0.29|前二侧一|中央折梯|双坡|米色石材|暗黄|角门廊|2|[19.3, 19.4]|储藏间",planned
P088,Z05,中央商业中心,office,commercial,"[491.7, 471.4]","[31.5, 40.0]","[22.7, 28.8]",90,R03,东,2,L088,N033,L形左翼,office-功能分区-33,0,1,0.19,转角窗组,侧墙折梯,带前廊双坡,红砖,土褐,角门廊,杂草侵占,狭长走廊,office:088:265,"office|L形左翼|office-功能分区-33|0|1|0.19|转角窗组|侧墙折梯|带前廊双坡|红砖|土褐|角门廊|2|[22.7, 28.8]|狭长走廊",planned
P089,Z05,中央商业中心,apartment,residential,"[370.4, 554.8]","[26.9, 31.7]","[16.7, 19.6]",90,R12,东,2,L089,H056,T形,纵深串联,4,2,0.02,凸窗组合,门厅直梯,双坡,米色石材,橄榄,角门廊,维护良好,封闭阳台,apartment:089:302,"apartment|T形|纵深串联|4|2|0.02|凸窗组合|门厅直梯|双坡|米色石材|橄榄|角门廊|2|[16.7, 19.6]|封闭阳台",planned
P090,Z05,中央商业中心,commercial,commercial,"[666.6, 362.5]","[46.6, 36.7]","[33.5, 26.4]",0,R10,南,1,L090,N034,U形,commercial-功能分区-34,0,1,-0.15,前一侧二,无楼梯,带前廊双坡,红砖,暗黄,角门廊,火灾熏黑,储藏间,commercial:090:339,"commercial|U形|commercial-功能分区-34|0|1|-0.15|前一侧二|无楼梯|带前廊双坡|红砖|暗黄|角门廊|1|[33.5, 26.4]|储藏间",planned
P091,Z05,中央商业中心,commercial,commercial,"[378.4, 444.2]","[35.1, 43.1]","[25.3, 31.0]",90,R12,东,1,L091,N035,主屋加侧翼,commercial-功能分区-35,0,1,-0.32,窄窗组合,无楼梯,双坡,米色石材,土褐,角门廊,屋顶轻损,狭长走廊,commercial:091:376,"commercial|主屋加侧翼|commercial-功能分区-35|0|1|-0.32|窄窗组合|无楼梯|双坡|米色石材|土褐|角门廊|1|[25.3, 31.0]|狭长走廊",planned
P092,Z05,中央商业中心,commercial,commercial,"[588.7, 634.1]","[43.6, 38.0]","[31.4, 27.3]",90,R13,东,1,L092,N036,L形右翼,commercial-功能分区-36,0,1,0.16,前二侧一,无楼梯,带前廊双坡,红砖,橄榄,角门廊,杂草侵占,封闭阳台,commercial:092:413,"commercial|L形右翼|commercial-功能分区-36|0|1|0.16|前二侧一|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[31.4, 27.3]|封闭阳台",planned
P093,Z05,中央商业中心,civic,civic,"[427.5, 630.5]","[57.6, 45.3]","[41.5, 32.6]",0,R11,北,1,L093,N037,U形,civic-功能分区-37,0,2,-0.01,转角窗组,无楼梯,双坡,米色石材,暗黄,角门廊,维护良好,储藏间,civic:093:450,"civic|U形|civic-功能分区-37|0|2|-0.01|转角窗组|无楼梯|双坡|米色石材|暗黄|角门廊|1|[41.5, 32.6]|储藏间",planned
P094,Z05,中央商业中心,apartment,residential,"[670.1, 637.5]","[25.8, 32.2]","[16.0, 19.9]",0,R11,北,2,L094,H057,矩形,中央走廊,2,1,-0.18,凸窗组合,门厅直梯,带前廊双坡,红砖,土褐,角门廊,火灾熏黑,狭长走廊,apartment:094:487,"apartment|矩形|中央走廊|2|1|-0.18|凸窗组合|门厅直梯|带前廊双坡|红砖|土褐|角门廊|2|[16.0, 19.9]|狭长走廊",planned
P095,Z05,中央商业中心,office,commercial,"[528.6, 627.5]","[31.6, 36.0]","[22.8, 26.0]",90,R03,西,2,L095,N038,错位双矩形,office-功能分区-38,0,1,0.3,前一侧二,后部直梯,双坡,米色石材,橄榄,角门廊,屋顶轻损,封闭阳台,office:095:524,"office|错位双矩形|office-功能分区-38|0|1|0.3|前一侧二|后部直梯|双坡|米色石材|橄榄|角门廊|2|[22.8, 26.0]|封闭阳台",planned
P096,Z05,中央商业中心,office,commercial,"[531.2, 360.9]","[28.9, 37.6]","[20.8, 27.1]",90,R03,西,2,L096,N039,前凸形,office-功能分区-39,0,1,0.13,窄窗组合,客厅转角梯,带前廊双坡,红砖,暗黄,角门廊,杂草侵占,储藏间,office:096:561,"office|前凸形|office-功能分区-39|0|1|0.13|窄窗组合|客厅转角梯|带前廊双坡|红砖|暗黄|角门廊|2|[20.8, 27.1]|储藏间",planned
P097,Z05,中央商业中心,office,commercial,"[465.3, 363.4]","[37.2, 49.3]","[26.8, 35.5]",0,R10,南,2,L097,N040,矩形,office-功能分区-40,0,1,-0.04,前二侧一,中央折梯,双坡,米色石材,土褐,角门廊,维护良好,狭长走廊,office:097:598,"office|矩形|office-功能分区-40|0|1|-0.04|前二侧一|中央折梯|双坡|米色石材|土褐|角门廊|2|[26.8, 35.5]|狭长走廊",planned
P098,Z05,中央商业中心,apartment,residential,"[369.2, 364.5]","[30.6, 42.5]","[19.0, 26.3]",0,R10,南,2,L098,H058,L形左翼,前厅分流,3,2,-0.21,转角窗组,侧墙折梯,带前廊双坡,红砖,橄榄,角门廊,火灾熏黑,封闭阳台,apartment:098:635,"apartment|L形左翼|前厅分流|3|2|-0.21|转角窗组|侧墙折梯|带前廊双坡|红砖|橄榄|角门廊|2|[19.0, 26.3]|封闭阳台",planned
P099,Z05,中央商业中心,apartment,residential,"[626.2, 573.8]","[25.7, 38.1]","[16.0, 23.6]",90,R13,西,2,L099,H059,L形右翼,双区分隔,4,1,0.27,凸窗组合,门厅直梯,双坡,米色石材,暗黄,角门廊,屋顶轻损,储藏间,apartment:099:672,"apartment|L形右翼|双区分隔|4|1|0.27|凸窗组合|门厅直梯|双坡|米色石材|暗黄|角门廊|2|[16.0, 23.6]|储藏间",planned
P100,Z05,中央商业中心,special,special,"[666.4, 474.9]","[35.3, 49.7]","[24.0, 33.8]",0,R02,南,1,L100,N041,U形,special-功能分区-41,0,1,0.1,前一侧二,无楼梯,带前廊双坡,红砖,土褐,角门廊,杂草侵占,狭长走廊,special:100:709,"special|U形|special-功能分区-41|0|1|0.1|前一侧二|无楼梯|带前廊双坡|红砖|土褐|角门廊|1|[24.0, 33.8]|狭长走廊",planned
P101,Z05,中央商业中心,commercial,commercial,"[369.9, 628.4]","[41.1, 51.0]","[29.6, 36.7]",0,R11,北,1,L101,N042,主屋加侧翼,commercial-功能分区-42,0,1,-0.07,窄窗组合,无楼梯,双坡,米色石材,橄榄,角门廊,维护良好,封闭阳台,commercial:101:746,"commercial|主屋加侧翼|commercial-功能分区-42|0|1|-0.07|窄窗组合|无楼梯|双坡|米色石材|橄榄|角门廊|1|[29.6, 36.7]|封闭阳台",planned
P102,Z05,中央商业中心,commercial,commercial,"[545.3, 481.7]","[32.8, 51.5]","[23.6, 37.1]",0,R02,南,1,L102,N043,L形右翼,commercial-功能分区-43,0,1,-0.24,前二侧一,无楼梯,带前廊双坡,红砖,暗黄,角门廊,火灾熏黑,储藏间,commercial:102:783,"commercial|L形右翼|commercial-功能分区-43|0|1|-0.24|前二侧一|无楼梯|带前廊双坡|红砖|暗黄|角门廊|1|[23.6, 37.1]|储藏间",planned
P103,Z05,中央商业中心,special,special,"[421.7, 363.8]","[36.0, 45.9]","[24.5, 31.2]",0,R10,南,1,L103,N044,U形,special-功能分区-44,0,1,0.24,转角窗组,无楼梯,双坡,米色石材,土褐,角门廊,屋顶轻损,狭长走廊,special:103:820,"special|U形|special-功能分区-44|0|1|0.24|转角窗组|无楼梯|双坡|米色石材|土褐|角门廊|1|[24.5, 31.2]|狭长走廊",planned
P104,Z05,中央商业中心,commercial,commercial,"[419.6, 530.3]","[45.2, 31.8]","[32.6, 22.9]",90,R12,西,1,L104,N045,主屋加侧翼,commercial-功能分区-45,0,1,0.07,凸窗组合,无楼梯,带前廊双坡,红砖,橄榄,角门廊,杂草侵占,封闭阳台,commercial:104:857,"commercial|主屋加侧翼|commercial-功能分区-45|0|1|0.07|凸窗组合|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[32.6, 22.9]|封闭阳台",planned
P105,Z05,中央商业中心,commercial,commercial,"[571.9, 354.5]","[31.7, 36.0]","[22.8, 25.9]",0,R10,南,1,L105,N046,L形右翼,commercial-功能分区-46,0,1,-0.1,前一侧二,无楼梯,双坡,米色石材,暗黄,角门廊,维护良好,储藏间,commercial:105:894,"commercial|L形右翼|commercial-功能分区-46|0|1|-0.1|前一侧二|无楼梯|双坡|米色石材|暗黄|角门廊|1|[22.8, 25.9]|储藏间",planned
P106,Z05,中央商业中心,commercial,commercial,"[375.0, 485.4]","[45.8, 32.0]","[33.0, 23.0]",0,R02,南,1,L106,N047,U形,commercial-功能分区-47,0,1,-0.27,窄窗组合,无楼梯,带前廊双坡,红砖,土褐,角门廊,火灾熏黑,狭长走廊,commercial:106:931,"commercial|U形|commercial-功能分区-47|0|1|-0.27|窄窗组合|无楼梯|带前廊双坡|红砖|土褐|角门廊|1|[33.0, 23.0]|狭长走廊",planned
P107,Z05,中央商业中心,commercial,commercial,"[632.5, 631.7]","[45.5, 39.8]","[32.8, 28.7]",90,R13,西,1,L107,N048,主屋加侧翼,commercial-功能分区-48,0,1,0.21,前二侧一,无楼梯,双坡,米色石材,橄榄,角门廊,屋顶轻损,封闭阳台,commercial:107:968,"commercial|主屋加侧翼|commercial-功能分区-48|0|1|0.21|前二侧一|无楼梯|双坡|米色石材|橄榄|角门廊|1|[32.8, 28.7]|封闭阳台",planned
P108,Z05,中央商业中心,apartment,residential,"[676.3, 581.8]","[31.4, 32.6]","[19.5, 20.2]",0,R11,南,2,L108,H060,前凸形,侧走廊,2,1,0.04,转角窗组,侧墙折梯,带前廊双坡,红砖,暗黄,角门廊,杂草侵占,储藏间,apartment:108:008,"apartment|前凸形|侧走廊|2|1|0.04|转角窗组|侧墙折梯|带前廊双坡|红砖|暗黄|角门廊|2|[19.5, 20.2]|储藏间",planned
P109,Z06,东部学校与市政区,detached_house,residential,"[903.0, 442.6]","[31.1, 44.8]","[19.3, 27.8]",0,R14,北,1,L109,H061,后凸形,纵深串联,2,1,-0.18,凸窗组合,无楼梯,带前廊双坡,蓝灰木板,浅青,前廊,杂草侵占,车库内门,detached_house:109:045,"detached_house|后凸形|纵深串联|2|1|-0.18|凸窗组合|无楼梯|带前廊双坡|蓝灰木板|浅青|前廊|1|[19.3, 27.8]|车库内门",planned
P110,Z06,东部学校与市政区,library,civic,"[822.9, 571.2]","[40.0, 49.5]","[28.8, 35.6]",0,R14,南,1,L110,N049,后凸形,library-功能分区-49,0,1,0.3,前一侧二,无楼梯,双坡,浅黄灰泥,砖红,前廊,维护良好,前置客厅,library:110:082,"library|后凸形|library-功能分区-49|0|1|0.3|前一侧二|无楼梯|双坡|浅黄灰泥|砖红|前廊|1|[28.8, 35.6]|前置客厅",planned
P111,Z06,东部学校与市政区,school,civic,"[738.0, 556.2]","[54.9, 64.4]","[39.5, 46.3]",90,R15,东,1,L111,N050,L形左翼,school-功能分区-50,0,2,0.13,窄窗组合,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,火灾熏黑,独立餐厅,school:111:119,"school|L形左翼|school-功能分区-50|0|2|0.13|窄窗组合|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[39.5, 46.3]|独立餐厅",planned
P112,Z06,东部学校与市政区,sports,civic,"[952.3, 426.4]","[60.6, 58.0]","[43.7, 41.7]",90,R14,东,1,L112,N051,T形,sports-功能分区-51,0,2,-0.04,前二侧一,无楼梯,双坡,浅黄灰泥,浅青,前廊,屋顶轻损,车库内门,sports:112:156,"sports|T形|sports-功能分区-51|0|2|-0.04|前二侧一|无楼梯|双坡|浅黄灰泥|浅青|前廊|1|[43.7, 41.7]|车库内门",planned
P113,Z06,东部学校与市政区,school,civic,"[965.4, 617.4]","[54.4, 48.8]","[39.2, 35.1]",0,R14,北,1,L113,N052,后凸形,school-功能分区-52,0,2,-0.21,转角窗组,无楼梯,带前廊双坡,蓝灰木板,砖红,前廊,杂草侵占,前置客厅,school:113:193,"school|后凸形|school-功能分区-52|0|2|-0.21|转角窗组|无楼梯|带前廊双坡|蓝灰木板|砖红|前廊|1|[39.2, 35.1]|前置客厅",planned
P114,Z06,东部学校与市政区,detached_house,residential,"[926.3, 539.6]","[32.7, 42.7]","[20.3, 26.5]",0,R02,北,1,L114,H062,主屋加侧翼,中央走廊,3,2,0.27,凸窗组合,无楼梯,双坡,浅黄灰泥,松绿,前廊,维护良好,独立餐厅,detached_house:114:230,"detached_house|主屋加侧翼|中央走廊|3|2|0.27|凸窗组合|无楼梯|双坡|浅黄灰泥|松绿|前廊|1|[20.3, 26.5]|独立餐厅",planned
P115,Z06,东部学校与市政区,detached_house,residential,"[875.0, 558.1]","[29.0, 41.7]","[18.0, 25.9]",0,R14,南,1,L115,H063,错位双矩形,前厅分流,4,1,0.1,前一侧二,无楼梯,带前廊双坡,蓝灰木板,浅青,前廊,火灾熏黑,车库内门,detached_house:115:267,"detached_house|错位双矩形|前厅分流|4|1|0.1|前一侧二|无楼梯|带前廊双坡|蓝灰木板|浅青|前廊|1|[18.0, 25.9]|车库内门",planned
P116,Z06,东部学校与市政区,detached_house,residential,"[973.8, 357.1]","[25.4, 32.7]","[15.8, 20.3]",0,R14,南,2,L116,H064,T形,双区分隔,1,1,-0.07,窄窗组合,客厅转角梯,双坡,浅黄灰泥,砖红,前廊,屋顶轻损,前置客厅,detached_house:116:304,"detached_house|T形|双区分隔|1|1|-0.07|窄窗组合|客厅转角梯|双坡|浅黄灰泥|砖红|前廊|2|[15.8, 20.3]|前置客厅",planned
P117,Z06,东部学校与市政区,detached_house,residential,"[749.0, 350.6]","[26.0, 38.5]","[16.1, 23.9]",90,R15,东,1,L117,H065,矩形,侧走廊,2,1,-0.24,前二侧一,无楼梯,带前廊双坡,蓝灰木板,松绿,前廊,杂草侵占,独立餐厅,detached_house:117:341,"detached_house|矩形|侧走廊|2|1|-0.24|前二侧一|无楼梯|带前廊双坡|蓝灰木板|松绿|前廊|1|[16.1, 23.9]|独立餐厅",planned
