id,district,district_name,building_type,category,life_system,is_landmark,center_m,lot_size_m,footprint_m,rotation_deg,nearest_road,entrance_side,floors,height_class,layout_id,base_plan,footprint_shape,floorplan_family,bedrooms,bathrooms,entrance_offset,window_pattern,stair_pattern,roof,facade,palette,feature,condition,room_twist,design_signature,visual_signature,status
P056,Z04,西部老旧住宅区,duplex,residential,居住,False,"[190.5, 563.4]","[31.1, 28.2]","[19.3, 17.5]",90,R09,东,2,低层,L056,H025,矩形,环形动线,3,1,0.26,转角窗组,后部直梯,错层双坡,米色石材,土褐,侧翼扩建,火灾熏黑,狭长走廊,duplex:056:078,"duplex|矩形|环形动线|3|1|0.26|转角窗组|后部直梯|错层双坡|米色石材|土褐|侧翼扩建|2|[19.3, 17.5]|狭长走廊",planned
P057,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[63.6, 539.7]","[27.3, 43.5]","[17.0, 27.0]",90,R07,西,1,低层,L057,H026,L形左翼,开放核心,3,2,0.09,凸窗组合,无楼梯,平顶,红砖,橄榄,侧翼扩建,屋顶轻损,封闭阳台,detached_house:057:115,"detached_house|L形左翼|开放核心|3|2|0.09|凸窗组合|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[17.0, 27.0]|封闭阳台",planned
P058,Z04,西部老旧住宅区,duplex,residential,居住,False,"[159.0, 561.4]","[26.5, 38.7]","[16.5, 24.0]",0,R07,南,1,低层,L058,H027,L形右翼,纵深串联,2,1,-0.08,前一侧二,无楼梯,错层双坡,米色石材,暗黄,侧翼扩建,杂草侵占,储藏间,duplex:058:152,"duplex|L形右翼|纵深串联|2|1|-0.08|前一侧二|无楼梯|错层双坡|米色石材|暗黄|侧翼扩建|1|[16.5, 24.0]|储藏间",planned
P059,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[322.7, 354.3]","[24.9, 33.8]","[15.5, 20.9]",0,R07,西,1,低层,L059,H028,前凸形,中央走廊,1,1,-0.25,窄窗组合,无楼梯,平顶,红砖,土褐,侧翼扩建,维护良好,狭长走廊,detached_house:059:189,"detached_house|前凸形|中央走廊|1|1|-0.25|窄窗组合|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[15.5, 20.9]|狭长走廊",planned
P060,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[276.3, 532.3]","[37.0, 28.9]","[23.0, 17.9]",90,R07,东,2,低层,L060,H029,后凸形,前厅分流,2,1,0.23,前二侧一,门厅直梯,错层双坡,米色石材,橄榄,侧翼扩建,火灾熏黑,封闭阳台,detached_house:060:226,"detached_house|后凸形|前厅分流|2|1|0.23|前二侧一|门厅直梯|错层双坡|米色石材|橄榄|侧翼扩建|2|[23.0, 17.9]|封闭阳台",planned
P061,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[272.2, 459.1]","[26.9, 41.3]","[16.7, 25.6]",90,R07,东,1,低层,L061,H030,主屋加侧翼,双区分隔,3,2,0.06,转角窗组,无楼梯,平顶,红砖,暗黄,侧翼扩建,屋顶轻损,储藏间,detached_house:061:263,"detached_house|主屋加侧翼|双区分隔|3|2|0.06|转角窗组|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[16.7, 25.6]|储藏间",planned
P062,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[123.1, 540.8]","[33.9, 33.3]","[21.0, 20.6]",90,R08,西,1,低层,L062,H031,错位双矩形,侧走廊,4,1,-0.11,凸窗组合,无楼梯,错层双坡,米色石材,土褐,侧翼扩建,杂草侵占,狭长走廊,detached_house:062:300,"detached_house|错位双矩形|侧走廊|4|1|-0.11|凸窗组合|无楼梯|错层双坡|米色石材|土褐|侧翼扩建|1|[21.0, 20.6]|狭长走廊",planned
P063,Z04,西部老旧住宅区,duplex,residential,居住,False,"[160.2, 474.6]","[30.0, 34.1]","[18.6, 21.1]",0,R02,南,1,低层,L063,H032,T形,L形动线,4,2,-0.28,前一侧二,无楼梯,平顶,红砖,橄榄,侧翼扩建,维护良好,封闭阳台,duplex:063:337,"duplex|T形|L形动线|4|2|-0.28|前一侧二|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[18.6, 21.1]|封闭阳台",planned
P064,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[310.3, 581.1]","[30.1, 38.0]","[18.6, 23.6]",90,R07,西,2,低层,L064,H033,矩形,环形动线,2,1,0.2,窄窗组合,侧墙折梯,错层双坡,米色石材,暗黄,侧翼扩建,火灾熏黑,储藏间,detached_house:064:374,"detached_house|矩形|环形动线|2|1|0.2|窄窗组合|侧墙折梯|错层双坡|米色石材|暗黄|侧翼扩建|2|[18.6, 23.6]|储藏间",planned
P065,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[67.4, 467.3]","[31.6, 45.4]","[19.6, 28.1]",90,R07,西,1,低层,L065,H034,L形左翼,开放核心,3,2,0.03,前二侧一,无楼梯,平顶,红砖,土褐,侧翼扩建,屋顶轻损,狭长走廊,detached_house:065:411,"detached_house|L形左翼|开放核心|3|2|0.03|前二侧一|无楼梯|平顶|红砖|土褐|侧翼扩建|1|[19.6, 28.1]|狭长走廊",planned
P066,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[273.2, 346.2]","[27.0, 35.3]","[16.7, 21.9]",0,R07,南,1,低层,L066,H035,L形右翼,纵深串联,4,1,-0.14,转角窗组,无楼梯,错层双坡,米色石材,橄榄,侧翼扩建,杂草侵占,封闭阳台,detached_house:066:448,"detached_house|L形右翼|纵深串联|4|1|-0.14|转角窗组|无楼梯|错层双坡|米色石材|橄榄|侧翼扩建|1|[16.7, 21.9]|封闭阳台",planned
P067,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[206.2, 339.3]","[29.8, 41.4]","[18.5, 25.7]",90,R09,东,1,低层,L067,H036,前凸形,中央走廊,1,1,-0.31,凸窗组合,无楼梯,平顶,红砖,暗黄,侧翼扩建,维护良好,储藏间,detached_house:067:485,"detached_house|前凸形|中央走廊|1|1|-0.31|凸窗组合|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[18.5, 25.7]|储藏间",planned
P068,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[204.9, 404.7]","[29.1, 37.4]","[18.1, 23.2]",90,R09,东,2,低层,L068,H037,后凸形,前厅分流,2,1,0.17,前一侧二,中央折梯,错层双坡,米色石材,土褐,侧翼扩建,火灾熏黑,狭长走廊,detached_house:068:522,"detached_house|后凸形|前厅分流|2|1|0.17|前一侧二|中央折梯|错层双坡|米色石材|土褐|侧翼扩建|2|[18.1, 23.2]|狭长走廊",planned
P069,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[304.8, 617.9]","[30.4, 28.8]","[18.8, 17.9]",90,R07,西,1,低层,L069,H038,主屋加侧翼,双区分隔,3,2,0.0,窄窗组合,无楼梯,平顶,红砖,橄榄,侧翼扩建,屋顶轻损,封闭阳台,detached_house:069:559,"detached_house|主屋加侧翼|双区分隔|3|2|0.0|窄窗组合|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[18.8, 17.9]|封闭阳台",planned
P070,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[196.4, 523.4]","[33.8, 40.8]","[20.9, 25.3]",0,R02,北,1,低层,L070,H039,错位双矩形,侧走廊,4,1,-0.17,前二侧一,无楼梯,错层双坡,米色石材,暗黄,侧翼扩建,杂草侵占,储藏间,detached_house:070:596,"detached_house|错位双矩形|侧走廊|4|1|-0.17|前二侧一|无楼梯|错层双坡|米色石材|暗黄|侧翼扩建|1|[20.9, 25.3]|储藏间",planned
P071,Z04,西部老旧住宅区,apartment_lowrise,residential,居住,False,"[66.4, 344.2]","[34.3, 36.8]","[21.3, 22.8]",0,R07,南,3,中层,L071,H040,T形,L形动线,3,2,0.31,转角窗组,后部直梯,平顶,红砖,土褐,侧翼扩建,维护良好,狭长走廊,apartment_lowrise:071:633,"apartment_lowrise|T形|L形动线|3|2|0.31|转角窗组|后部直梯|平顶|红砖|土褐|侧翼扩建|3|[21.3, 22.8]|狭长走廊",planned
P072,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[258.9, 592.2]","[28.1, 42.8]","[17.4, 26.5]",0,R07,南,2,低层,L072,H041,矩形,环形动线,2,1,0.14,凸窗组合,客厅转角梯,错层双坡,米色石材,橄榄,侧翼扩建,火灾熏黑,封闭阳台,detached_house:072:670,"detached_house|矩形|环形动线|2|1|0.14|凸窗组合|客厅转角梯|错层双坡|米色石材|橄榄|侧翼扩建|2|[17.4, 26.5]|封闭阳台",planned
P073,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[161.6, 342.7]","[24.4, 36.9]","[15.1, 22.9]",0,R07,南,1,低层,L073,H042,L形左翼,开放核心,3,2,-0.03,前一侧二,无楼梯,平顶,红砖,暗黄,侧翼扩建,屋顶轻损,储藏间,detached_house:073:707,"detached_house|L形左翼|开放核心|3|2|-0.03|前一侧二|无楼梯|平顶|红砖|暗黄|侧翼扩建|1|[15.1, 22.9]|储藏间",planned
P074,Z04,西部老旧住宅区,duplex,residential,居住,False,"[22.6, 610.6]","[30.0, 29.9]","[18.6, 18.6]",90,R07,东,1,低层,L074,H043,L形右翼,纵深串联,3,1,-0.2,窄窗组合,无楼梯,错层双坡,米色石材,土褐,侧翼扩建,杂草侵占,狭长走廊,duplex:074:744,"duplex|L形右翼|纵深串联|3|1|-0.2|窄窗组合|无楼梯|错层双坡|米色石材|土褐|侧翼扩建|1|[18.6, 18.6]|狭长走廊",planned
P075,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[136.6, 630.8]","[27.2, 30.1]","[16.9, 18.7]",0,R07,北,1,低层,L075,H044,前凸形,中央走廊,1,1,0.28,前二侧一,无楼梯,平顶,红砖,橄榄,侧翼扩建,维护良好,封闭阳台,detached_house:075:781,"detached_house|前凸形|中央走廊|1|1|0.28|前二侧一|无楼梯|平顶|红砖|橄榄|侧翼扩建|1|[16.9, 18.7]|封闭阳台",planned
P076,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[120.2, 341.9]","[34.9, 36.1]","[21.7, 22.4]",90,R08,西,2,低层,L076,H045,后凸形,前厅分流,2,1,0.11,转角窗组,后部直梯,错层双坡,米色石材,暗黄,侧翼扩建,火灾熏黑,储藏间,detached_house:076:818,"detached_house|后凸形|前厅分流|2|1|0.11|转角窗组|后部直梯|错层双坡|米色石材|暗黄|侧翼扩建|2|[21.7, 22.4]|储藏间",planned
P077,Z04,西部老旧住宅区,apartment_lowrise,residential,居住,False,"[317.9, 535.4]","[31.0, 33.5]","[19.2, 20.8]",90,R07,西,3,中层,L077,H046,主屋加侧翼,双区分隔,3,2,-0.06,凸窗组合,客厅转角梯,平顶,红砖,土褐,侧翼扩建,屋顶轻损,狭长走廊,apartment_lowrise:077:855,"apartment_lowrise|主屋加侧翼|双区分隔|3|2|-0.06|凸窗组合|客厅转角梯|平顶|红砖|土褐|侧翼扩建|3|[19.2, 20.8]|狭长走廊",planned
P078,Z04,西部老旧住宅区,detached_house,residential,居住,False,"[119.4, 472.9]","[32.2, 28.9]","[19.9, 17.9]",90,R08,西,1,低层,L078,H047,错位双矩形,侧走廊,4,1,-0.23,前一侧二,无楼梯,错层双坡,米色石材,橄榄,侧翼扩建,杂草侵占,封闭阳台,detached_house:078:892,"detached_house|错位双矩形|侧走廊|4|1|-0.23|前一侧二|无楼梯|错层双坡|米色石材|橄榄|侧翼扩建|1|[19.9, 17.9]|封闭阳台",planned
P079,Z05,中央商业中心,shopping_mall,commercial,零售服务,True,"[470.9, 548.7]","[60.7, 59.6]","[48.6, 47.7]",90,R03,东,2,低层,L079,N032,主屋加侧翼,shopping_mall-功能分区-32,0,2,-0.23,凸窗组合,门厅直梯,双坡,米色石材,土褐,角门廊,屋顶轻损,狭长走廊,shopping_mall:079:929,"shopping_mall|主屋加侧翼|shopping_mall-功能分区-32|0|2|-0.23|凸窗组合|门厅直梯|双坡|米色石材|土褐|角门廊|2|[48.6, 47.7]|狭长走廊",planned
P080,Z05,中央商业中心,supermarket,commercial,食品补给,True,"[579.8, 435.2]","[56.5, 54.7]","[45.2, 43.7]",90,R13,东,1,低层,L080,N033,L形右翼,supermarket-功能分区-33,0,2,0.25,前一侧二,无楼梯,带前廊双坡,红砖,橄榄,角门廊,杂草侵占,封闭阳台,supermarket:080:966,"supermarket|L形右翼|supermarket-功能分区-33|0|2|0.25|前一侧二|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[45.2, 43.7]|封闭阳台",planned
P081,Z05,中央商业中心,parking_garage,commercial,交通车辆,True,"[652.2, 548.2]","[53.6, 50.5]","[44.0, 41.4]",90,R13,西,4,中层,L081,N034,U形,parking_garage-功能分区-34,0,2,0.08,窄窗组合,客厅转角梯,双坡,米色石材,暗黄,角门廊,维护良好,储藏间,parking_garage:081:006,"parking_garage|U形|parking_garage-功能分区-34|0|2|0.08|窄窗组合|客厅转角梯|双坡|米色石材|暗黄|角门廊|4|[44.0, 41.4]|储藏间",planned
P082,Z05,中央商业中心,department_store,commercial,零售服务,False,"[431.6, 479.0]","[50.6, 48.1]","[40.5, 38.5]",0,R02,南,2,低层,L082,N035,主屋加侧翼,department_store-功能分区-35,0,2,-0.09,前二侧一,中央折梯,带前廊双坡,红砖,土褐,角门廊,火灾熏黑,狭长走廊,department_store:082:043,"department_store|主屋加侧翼|department_store-功能分区-35|0|2|-0.09|前二侧一|中央折梯|带前廊双坡|红砖|土褐|角门廊|2|[40.5, 38.5]|狭长走廊",planned
P083,Z05,中央商业中心,hotel_highrise,commercial,工业办公,True,"[367.7, 581.8]","[42.0, 46.7]","[31.9, 35.5]",0,R11,南,8,高层,L083,N036,L形右翼,hotel_highrise-功能分区-36,0,2,-0.26,转角窗组,侧墙折梯,双坡,米色石材,橄榄,角门廊,屋顶轻损,封闭阳台,hotel_highrise:083:080,"hotel_highrise|L形右翼|hotel_highrise-功能分区-36|0|2|-0.26|转角窗组|侧墙折梯|双坡|米色石材|橄榄|角门廊|8|[31.9, 35.5]|封闭阳台",planned
P084,Z05,中央商业中心,apartment_tower,residential,居住,True,"[439.5, 415.0]","[44.5, 42.6]","[32.9, 31.5]",0,R10,北,7,高层,L084,H048,T形,纵深串联,2,1,0.22,凸窗组合,门厅直梯,带前廊双坡,红砖,暗黄,角门廊,杂草侵占,储藏间,apartment_tower:084:117,"apartment_tower|T形|纵深串联|2|1|0.22|凸窗组合|门厅直梯|带前廊双坡|红砖|暗黄|角门廊|7|[32.9, 31.5]|储藏间",planned
P085,Z05,中央商业中心,apartment_tower,residential,居住,True,"[579.2, 567.0]","[34.9, 45.2]","[25.8, 33.4]",90,R13,东,9,高层,L085,H049,矩形,中央走廊,3,1,0.05,前一侧二,后部直梯,双坡,米色石材,土褐,角门廊,维护良好,狭长走廊,apartment_tower:085:154,"apartment_tower|矩形|中央走廊|3|1|0.05|前一侧二|后部直梯|双坡|米色石材|土褐|角门廊|9|[25.8, 33.4]|狭长走廊",planned
P086,Z05,中央商业中心,office_tower,commercial,工业办公,True,"[566.0, 358.2]","[39.7, 46.6]","[30.2, 35.4]",0,R10,南,12,高层,L086,N037,L形左翼,office_tower-功能分区-37,0,1,-0.12,窄窗组合,客厅转角梯,带前廊双坡,红砖,橄榄,角门廊,火灾熏黑,封闭阳台,office_tower:086:191,"office_tower|L形左翼|office_tower-功能分区-37|0|1|-0.12|窄窗组合|客厅转角梯|带前廊双坡|红砖|橄榄|角门廊|12|[30.2, 35.4]|封闭阳台",planned
P087,Z05,中央商业中心,office_tower,commercial,工业办公,True,"[672.7, 446.2]","[38.8, 45.8]","[29.5, 34.8]",0,R02,南,8,高层,L087,N038,T形,office_tower-功能分区-38,0,1,-0.29,前二侧一,中央折梯,双坡,米色石材,暗黄,角门廊,屋顶轻损,储藏间,office_tower:087:228,"office_tower|T形|office_tower-功能分区-38|0|1|-0.29|前二侧一|中央折梯|双坡|米色石材|暗黄|角门廊|8|[29.5, 34.8]|储藏间",planned
P088,Z05,中央商业中心,office_tower,commercial,工业办公,True,"[667.1, 360.3]","[41.9, 42.7]","[31.8, 32.4]",0,R10,南,10,高层,L088,N039,后凸形,office_tower-功能分区-39,0,1,0.19,转角窗组,侧墙折梯,带前廊双坡,红砖,土褐,角门廊,杂草侵占,狭长走廊,office_tower:088:265,"office_tower|后凸形|office_tower-功能分区-39|0|1|0.19|转角窗组|侧墙折梯|带前廊双坡|红砖|土褐|角门廊|10|[31.8, 32.4]|狭长走廊",planned
P089,Z05,中央商业中心,cafe,commercial,食品补给,False,"[636.6, 636.6]","[37.3, 30.3]","[26.8, 21.8]",90,R13,西,1,低层,L089,N040,L形左翼,cafe-功能分区-40,0,1,0.02,凸窗组合,无楼梯,双坡,米色石材,橄榄,角门廊,维护良好,封闭阳台,cafe:089:302,"cafe|L形左翼|cafe-功能分区-40|0|1|0.02|凸窗组合|无楼梯|双坡|米色石材|橄榄|角门廊|1|[26.8, 21.8]|封闭阳台",planned
P090,Z05,中央商业中心,mixed_use,commercial,工业办公,False,"[363.7, 351.2]","[33.0, 31.4]","[23.8, 22.6]",0,R10,南,3,中层,L090,N041,T形,mixed_use-功能分区-41,0,1,-0.15,前一侧二,后部直梯,带前廊双坡,红砖,暗黄,角门廊,火灾熏黑,储藏间,mixed_use:090:339,"mixed_use|T形|mixed_use-功能分区-41|0|1|-0.15|前一侧二|后部直梯|带前廊双坡|红砖|暗黄|角门廊|3|[23.8, 22.6]|储藏间",planned
P091,Z05,中央商业中心,clothing_store,commercial,零售服务,False,"[575.4, 624.0]","[28.9, 40.7]","[20.8, 29.3]",0,R11,北,1,低层,L091,N042,后凸形,clothing_store-功能分区-42,0,1,-0.32,窄窗组合,无楼梯,双坡,米色石材,土褐,角门廊,屋顶轻损,狭长走廊,clothing_store:091:376,"clothing_store|后凸形|clothing_store-功能分区-42|0|1|-0.32|窄窗组合|无楼梯|双坡|米色石材|土褐|角门廊|1|[20.8, 29.3]|狭长走廊",planned
P092,Z05,中央商业中心,restaurant,commercial,食品补给,False,"[373.7, 481.9]","[45.3, 36.9]","[32.6, 26.6]",0,R02,南,1,低层,L092,N043,L形左翼,restaurant-功能分区-43,0,1,0.16,前二侧一,无楼梯,带前廊双坡,红砖,橄榄,角门廊,杂草侵占,封闭阳台,restaurant:092:413,"restaurant|L形左翼|restaurant-功能分区-43|0|1|0.16|前二侧一|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[32.6, 26.6]|封闭阳台",planned
P093,Z05,中央商业中心,bus_station,commercial,交通车辆,True,"[482.6, 633.1]","[31.6, 42.9]","[22.7, 30.9]",90,R03,东,1,低层,L093,N044,T形,bus_station-功能分区-44,0,1,-0.01,转角窗组,无楼梯,双坡,米色石材,暗黄,角门廊,维护良好,储藏间,bus_station:093:450,"bus_station|T形|bus_station-功能分区-44|0|1|-0.01|转角窗组|无楼梯|双坡|米色石材|暗黄|角门廊|1|[22.7, 30.9]|储藏间",planned
P094,Z05,中央商业中心,bank,commercial,零售服务,False,"[366.5, 410.6]","[38.0, 43.9]","[27.4, 31.6]",0,R10,北,1,低层,L094,N045,后凸形,bank-功能分区-45,0,1,-0.18,凸窗组合,无楼梯,带前廊双坡,红砖,土褐,角门廊,火灾熏黑,狭长走廊,bank:094:487,"bank|后凸形|bank-功能分区-45|0|1|-0.18|凸窗组合|无楼梯|带前廊双坡|红砖|土褐|角门廊|1|[27.4, 31.6]|狭长走廊",planned
P095,Z05,中央商业中心,cafe,commercial,食品补给,False,"[430.3, 625.0]","[46.4, 33.4]","[33.4, 24.0]",0,R11,北,1,低层,L095,N046,L形左翼,cafe-功能分区-46,0,1,0.3,前一侧二,无楼梯,双坡,米色石材,橄榄,角门廊,屋顶轻损,封闭阳台,cafe:095:524,"cafe|L形左翼|cafe-功能分区-46|0|1|0.3|前一侧二|无楼梯|双坡|米色石材|橄榄|角门廊|1|[33.4, 24.0]|封闭阳台",planned
P096,Z05,中央商业中心,restaurant,commercial,食品补给,False,"[457.5, 352.3]","[30.2, 31.1]","[21.7, 22.4]",0,R10,南,1,低层,L096,N047,T形,restaurant-功能分区-47,0,1,0.13,窄窗组合,无楼梯,带前廊双坡,红砖,暗黄,角门廊,杂草侵占,储藏间,restaurant:096:561,"restaurant|T形|restaurant-功能分区-47|0|1|0.13|窄窗组合|无楼梯|带前廊双坡|红砖|暗黄|角门廊|1|[21.7, 22.4]|储藏间",planned
P097,Z05,中央商业中心,bank,commercial,零售服务,False,"[535.3, 630.1]","[28.4, 49.0]","[20.4, 35.3]",0,R11,北,1,低层,L097,N048,后凸形,bank-功能分区-48,0,1,-0.04,前二侧一,无楼梯,双坡,米色石材,土褐,角门廊,维护良好,狭长走廊,bank:097:598,"bank|后凸形|bank-功能分区-48|0|1|-0.04|前二侧一|无楼梯|双坡|米色石材|土褐|角门廊|1|[20.4, 35.3]|狭长走廊",planned
P098,Z05,中央商业中心,restaurant,commercial,食品补给,False,"[480.9, 465.2]","[40.1, 37.2]","[28.9, 26.8]",90,R03,东,1,低层,L098,N049,L形左翼,restaurant-功能分区-49,0,1,-0.21,转角窗组,无楼梯,带前廊双坡,红砖,橄榄,角门廊,火灾熏黑,封闭阳台,restaurant:098:635,"restaurant|L形左翼|restaurant-功能分区-49|0|1|-0.21|转角窗组|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[28.9, 26.8]|封闭阳台",planned
P099,Z05,中央商业中心,office_midrise,commercial,工业办公,False,"[590.0, 523.7]","[42.1, 32.8]","[30.3, 23.6]",90,R13,东,3,中层,L099,N050,T形,office_midrise-功能分区-50,0,1,0.27,凸窗组合,门厅直梯,双坡,米色石材,暗黄,角门廊,屋顶轻损,储藏间,office_midrise:099:672,"office_midrise|T形|office_midrise-功能分区-50|0|1|0.27|凸窗组合|门厅直梯|双坡|米色石材|暗黄|角门廊|3|[30.3, 23.6]|储藏间",planned
P100,Z05,中央商业中心,mixed_use,commercial,工业办公,False,"[366.0, 529.5]","[42.9, 30.8]","[30.9, 22.2]",0,R02,北,4,中层,L100,N051,后凸形,mixed_use-功能分区-51,0,1,0.1,前一侧二,后部直梯,带前廊双坡,红砖,土褐,角门廊,杂草侵占,狭长走廊,mixed_use:100:709,"mixed_use|后凸形|mixed_use-功能分区-51|0|1|0.1|前一侧二|后部直梯|带前廊双坡|红砖|土褐|角门廊|4|[30.9, 22.2]|狭长走廊",planned
P101,Z05,中央商业中心,hardware_store,commercial,零售服务,False,"[628.6, 465.6]","[47.9, 30.1]","[34.5, 21.7]",90,R13,西,1,低层,L101,N052,L形左翼,hardware_store-功能分区-52,0,1,-0.07,窄窗组合,无楼梯,双坡,米色石材,橄榄,角门廊,维护良好,封闭阳台,hardware_store:101:746,"hardware_store|L形左翼|hardware_store-功能分区-52|0|1|-0.07|窄窗组合|无楼梯|双坡|米色石材|橄榄|角门廊|1|[34.5, 21.7]|封闭阳台",planned
P102,Z05,中央商业中心,bar,commercial,食品补给,False,"[420.8, 558.0]","[30.5, 31.6]","[22.0, 22.8]",90,R12,西,1,低层,L102,N053,T形,bar-功能分区-53,0,1,-0.24,前二侧一,无楼梯,带前廊双坡,红砖,暗黄,角门廊,火灾熏黑,储藏间,bar:102:783,"bar|T形|bar-功能分区-53|0|1|-0.24|前二侧一|无楼梯|带前廊双坡|红砖|暗黄|角门廊|1|[22.0, 22.8]|储藏间",planned
P103,Z05,中央商业中心,gym,commercial,休闲文化,False,"[536.2, 557.3]","[38.8, 31.4]","[28.0, 22.6]",90,R03,西,1,低层,L103,N054,后凸形,gym-功能分区-54,0,1,0.24,转角窗组,无楼梯,双坡,米色石材,土褐,角门廊,屋顶轻损,狭长走廊,gym:103:820,"gym|后凸形|gym-功能分区-54|0|1|0.24|转角窗组|无楼梯|双坡|米色石材|土褐|角门廊|1|[28.0, 22.6]|狭长走廊",planned
P104,Z05,中央商业中心,electronics_store,commercial,零售服务,False,"[375.2, 631.1]","[42.0, 33.6]","[30.2, 24.2]",90,R12,东,1,低层,L104,N055,L形左翼,electronics_store-功能分区-55,0,1,0.07,凸窗组合,无楼梯,带前廊双坡,红砖,橄榄,角门廊,杂草侵占,封闭阳台,electronics_store:104:857,"electronics_store|L形左翼|electronics_store-功能分区-55|0|1|0.07|凸窗组合|无楼梯|带前廊双坡|红砖|橄榄|角门廊|1|[30.2, 24.2]|封闭阳台",planned
P105,Z05,中央商业中心,bar,commercial,食品补给,False,"[480.7, 405.8]","[28.4, 32.7]","[20.5, 23.6]",0,R10,北,1,低层,L105,N056,T形,bar-功能分区-56,0,1,-0.1,前一侧二,无楼梯,双坡,米色石材,暗黄,角门廊,维护良好,储藏间,bar:105:894,"bar|T形|bar-功能分区-56|0|1|-0.1|前一侧二|无楼梯|双坡|米色石材|暗黄|角门廊|1|[20.5, 23.6]|储藏间",planned
P106,Z05,中央商业中心,cinema,commercial,休闲文化,False,"[671.8, 635.2]","[31.5, 34.2]","[22.7, 24.6]",0,R11,北,1,低层,L106,N057,后凸形,cinema-功能分区-57,0,1,-0.27,窄窗组合,无楼梯,带前廊双坡,红砖,土褐,角门廊,火灾熏黑,狭长走廊,cinema:106:931,"cinema|后凸形|cinema-功能分区-57|0|1|-0.27|窄窗组合|无楼梯|带前廊双坡|红砖|土褐|角门廊|1|[22.7, 24.6]|狭长走廊",planned
P107,Z05,中央商业中心,pharmacy,commercial,医疗,False,"[630.0, 412.9]","[32.1, 30.1]","[23.1, 21.7]",90,R13,西,1,低层,L107,N058,L形左翼,pharmacy-功能分区-58,0,1,0.21,前二侧一,无楼梯,双坡,米色石材,橄榄,角门廊,屋顶轻损,封闭阳台,pharmacy:107:968,"pharmacy|L形左翼|pharmacy-功能分区-58|0|1|0.21|前二侧一|无楼梯|双坡|米色石材|橄榄|角门廊|1|[23.1, 21.7]|封闭阳台",planned
P108,Z05,中央商业中心,office_midrise,commercial,工业办公,False,"[418.7, 357.0]","[33.5, 30.4]","[24.2, 21.9]",90,R12,西,3,中层,L108,N059,T形,office_midrise-功能分区-59,0,1,0.04,转角窗组,侧墙折梯,带前廊双坡,红砖,暗黄,角门廊,杂草侵占,储藏间,office_midrise:108:008,"office_midrise|T形|office_midrise-功能分区-59|0|1|0.04|转角窗组|侧墙折梯|带前廊双坡|红砖|暗黄|角门廊|3|[24.2, 21.9]|储藏间",planned
P109,Z06,东部学校与市政区,hospital,civic,医疗,True,"[912.3, 549.7]","[74.0, 59.9]","[57.7, 46.7]",0,R02,北,4,中层,L109,N060,后凸形,hospital-功能分区-60,0,2,-0.18,凸窗组合,门厅直梯,带前廊双坡,蓝灰木板,浅青,前廊,杂草侵占,车库内门,hospital:109:045,"hospital|后凸形|hospital-功能分区-60|0|2|-0.18|凸窗组合|门厅直梯|带前廊双坡|蓝灰木板|浅青|前廊|4|[57.7, 46.7]|车库内门",planned
P110,Z06,东部学校与市政区,high_school,civic,教育公共,True,"[808.5, 420.0]","[56.3, 60.4]","[42.3, 45.3]",0,R14,北,2,低层,L110,N061,L形左翼,high_school-功能分区-61,0,2,0.3,前一侧二,后部直梯,双坡,浅黄灰泥,砖红,前廊,维护良好,前置客厅,high_school:110:082,"high_school|L形左翼|high_school-功能分区-61|0|2|0.3|前一侧二|后部直梯|双坡|浅黄灰泥|砖红|前廊|2|[42.3, 45.3]|前置客厅",planned
P111,Z06,东部学校与市政区,sports_center,civic,休闲文化,True,"[925.3, 462.9]","[61.0, 60.6]","[46.3, 46.0]",0,R02,南,2,低层,L111,N062,T形,sports_center-功能分区-62,0,2,0.13,窄窗组合,客厅转角梯,带前廊双坡,蓝灰木板,松绿,前廊,火灾熏黑,独立餐厅,sports_center:111:119,"sports_center|T形|sports_center-功能分区-62|0|2|0.13|窄窗组合|客厅转角梯|带前廊双坡|蓝灰木板|松绿|前廊|2|[46.3, 46.0]|独立餐厅",planned
